# Latitude: 53.25
# Longitude: 5.25
Time (UTC),SST (K),SST_SD (K),sst_anomaly (kelvin)
2007-02-15T00:00:00.000Z,278.7026236979167,0.8754087450133216,1.5112857
2007-03-16T12:00:00.000Z,280.74784765625,0.7744273992041547,2.1772516
2007-04-16T00:00:00.000Z,284.94128841145834,0.7938036384486229,2.6482134
2007-05-16T12:00:00.000Z,287.9602096354167,0.8122803962781255,1.6889677
2007-06-16T00:00:00.000Z,291.1281384698276,0.8263465708238925,1.6829733
2007-07-16T12:00:00.000Z,291.1603550502232,0.8172467615620016,-0.74823225
2007-08-16T12:00:00.000Z,291.94650323275863,0.787196136240361,-0.5153032
2007-09-16T00:00:00.000Z,289.153982421875,0.7931618323435593,-0.40218666
2007-10-16T12:00:00.000Z,286.1089083426339,0.8708901605805641,0.104051605
2007-11-16T08:34:17.000Z,281.81255714699074,0.8503476655912932,-0.74399996
2007-12-16T12:00:00.000Z,279.4671165364583,0.8949535434763476,-0.27985805
2008-01-16T12:00:00.000Z,277.9791322544643,0.8728851991805975,0.66058064
2008-02-15T12:00:00.000Z,278.227956861413,0.8404940102107598,1.0641103
2008-03-16T12:00:00.000Z,279.0309873383621,0.8135788339483933,0.43535483
2008-04-16T00:00:00.000Z,282.23654427083335,0.7922783102654284,-0.05653333
2008-05-16T12:00:00.000Z,287.7946451822917,0.8577645613601587,1.5470839
2008-06-16T00:00:00.000Z,290.2684207589286,0.8275207391123997,0.83558667
2008-07-16T12:00:00.000Z,291.6856801060268,0.8300090804485591,-0.1576129
2008-08-16T12:00:00.000Z,291.82829520089285,0.8063992382559118,-0.602929
2008-09-16T00:00:00.000Z,289.58935546875,0.7965000106521468,0.0332
2008-10-16T12:00:00.000Z,285.68150535300924,0.8179018487681305,-0.29443872
2008-11-16T08:34:17.000Z,282.2528638599537,1.0104430455138966,-0.22272857
2008-12-16T12:00:00.000Z,279.347896012931,0.9635342558690718,-0.37621933
2009-01-16T12:00:00.000Z,276.32533482142856,0.9319355425856438,-1.6214968
2009-02-15T00:00:00.000Z,275.4683432404891,0.910102833280539,-1.8921571
2009-03-16T12:00:00.000Z,278.9377074353448,0.8127665528560569,0.40116128
2009-04-16T00:00:00.000Z,284.1356106770833,0.7741460923225562,1.8425333
2009-05-16T12:00:00.000Z,286.96048828125,0.7774486209067089,0.74056774
2009-06-16T00:00:00.000Z,289.67309430803573,0.7975839242397063,0.19389333
2009-07-16T12:00:00.000Z,292.5228529575893,0.7737880793394724,0.5607871
2009-08-16T12:00:00.000Z,292.7916957310268,0.7738409487271186,0.3128903
2009-09-16T00:00:00.000Z,289.66782421875,0.7894518688205996,0.11166666
2009-10-16T12:00:00.000Z,285.0880085358796,0.8178928300038287,-0.8028129
2009-11-16T08:34:17.000Z,283.02917534722224,0.7987579983108538,0.54375714
2009-12-16T12:00:00.000Z,279.83431236530174,0.9571377354679333,0.13188386
2010-01-16T12:00:00.000Z,276.9681961495536,1.1696716069782471,-1.1996129
2010-02-15T00:00:00.000Z,274.4262754755435,0.9475628786349526,-2.7559714
2010-03-16T12:00:00.000Z,277.53666823814655,0.8143185230331071,-0.93878704
2010-04-16T00:00:00.000Z,282.64014192708333,0.8090377756288729,0.34706667
2010-05-16T12:00:00.000Z,285.0595286458333,0.8326019461260852,-1.1721807
2010-06-16T00:00:00.000Z,289.1065220424107,0.8529323100526008,-0.33388
2010-07-16T12:00:00.000Z,293.2569489397321,0.7999796436821948,1.4346322
2010-08-16T12:00:00.000Z,291.8402755301339,0.7838238953779418,-0.66590965
2010-09-16T00:00:00.000Z,288.53409895833335,0.7961967257501311,-1.0220666
2010-10-16T12:00:00.000Z,285.4720081018518,0.8161049954498846,-0.38565162
2010-11-16T08:34:17.000Z,281.72045789930553,0.9001216921489963,-0.78211427
